Ticker,Sector,Industry,Country,Market Cap,ATR,Prev Close P,Prev Close F,Price,Open,High,Low,Rel Vol,Ppro Time,Finviz Time
RICK,Consumer Cyclical,Restaurants,USA,412.61M,2.68,42.98,,,,,,,,
RIDE,Consumer Cyclical,Auto Manufacturers,USA,4.07B,2.04,23.66,,,,,,,,
RIGL,Healthcare,Biotechnology,USA,641.89M,0.2,3.75,,,,,,,,
RILY,Financial,Financial Conglomerates,USA,1.26B,1.94,47.86,,,,,,,,
RING,Financial,Exchange Traded Fund,USA,-,0.85,29.63,,,,,,,,
RIOT,Technology,Software - Application,USA,1.20B,3.27,20.97,,,,,,,,
RKDA,Basic Materials,Agricultural Inputs,USA,42.47M,0.21,3.45,,,,,,,,
RLAY,Healthcare,Biotechnology,USA,5.40B,5.02,61.53,,,,,,,,
RLMD,Healthcare,Drug Manufacturers - Specialty & Generic,USA,592.05M,2.01,35.73,,,,,,,,
RMBI,Financial,Banks - Regional,USA,182.93M,0.31,13.54,,,,,,,,
RMBL,Consumer Cyclical,Internet Retail,USA,83.75M,2.19,35.19,,,,,,,,
RMBS,Technology,Semiconductors,USA,2.37B,0.62,20.64,,,,,,,,
RMCF,Consumer Defensive,Confectioners,USA,26.97M,0.3,4.45,,,,,,,,
RMGBU,Financial,Shell Companies,USA,-,0.3,11.7,,,,,,,,
RMRM,Real Estate,REIT - Mortgage,USA,110.90M,0.23,10.87,,,,,,,,
RMTI,Healthcare,Drug Manufacturers - Specialty & Generic,USA,135.14M,0.08,1.42,,,,,,,,
RNA,Healthcare,Biotechnology,USA,979.30M,1.67,25.88,,,,,,,,
RNDM,Financial,Exchange Traded Fund,USA,-,0.4,53.51,,,,,,,,
RNDV,Financial,Exchange Traded Fund,USA,-,0.28,25.61,,,,,,,,
RNET,Energy,Oil & Gas Equipment & Services,USA,151.96M,0.37,7.42,,,,,,,,
RNLC,Financial,Exchange Traded Fund,USA,-,0.22,28.4,,,,,,,,
RNLX,Healthcare,Diagnostics & Research,United Kingdom,846.71M,1.71,25.65,,,,,,,,
RNMC,Financial,Exchange Traded Fund,USA,-,0.29,25.63,,,,,,,,
RNSC,Financial,Exchange Traded Fund,USA,-,0.37,25.89,,,,,,,,
RNST,Financial,Banks - Regional,USA,2.17B,1.08,38.35,,,,,,,,
RNWK,Communication Services,Electronic Gaming & Multimedia,USA,86.52M,0.14,2.14,,,,,,,,
ROAD,Industrials,Engineering & Construction,USA,1.66B,1.58,32,,,,,,,,
ROCC,Financial,Shell Companies,USA,134.36M,0.21,10.53,,,,,,,,
ROCCU,Financial,Shell Companies,USA,-,0.19,11.28,,,,,,,,
ROCK,Industrials,Building Products & Equipment,USA,3.11B,3.52,96.39,,,,,,,,
ROIC,Real Estate,REIT - Retail,USA,1.71B,0.5,14.39,,,,,,,,
ROKU,Communication Services,Entertainment,USA,55.01B,18.4,422.85,,,,,,,,
ROLL,Industrials,Tools & Accessories,USA,4.68B,4.77,184.78,,,,,,,,
ROOT,Financial,Insurance - Property & Casualty,USA,5.20B,1.86,19.59,,,,,,,,
ROST,Consumer Cyclical,Apparel Retail,USA,40.43B,3.07,113.33,,,,,,,,
RP,Technology,Software - Application,USA,8.84B,1.21,87,,,,,,,,
RPAY,Technology,Software - Infrastructure,USA,2.07B,1.13,24.69,,,,,,,,
RPD,Technology,Software - Application,USA,4.82B,3.14,91.85,,,,,,,,
RPRX,Healthcare,Biotechnology,USA,31.76B,2.05,51.16,,,,,,,,
RPTX,Healthcare,Biotechnology,Canada,1.47B,3.11,37.7,,,,,,,,
RRBI,Financial,Banks - Regional,USA,387.74M,1.06,52.97,,,,,,,,
RRGB,Consumer Cyclical,Restaurants,USA,385.03M,1.62,23.9,,,,,,,,
RRR,Consumer Cyclical,Resorts & Casinos,USA,3.08B,1.13,25.75,,,,,,,,
RSSS,Technology,Information Technology Services,USA,66.64M,0.13,2.51,,,,,,,,
RSVA,Financial,Shell Companies,USA,431.25M,2.43,15,,,,,,,,
RSVAU,Financial,Shell Companies,USA,-,1.22,17.06,,,,,,,,
RTH,Financial,Exchange Traded Fund,USA,-,1.61,162.93,,,,,,,,
RTLR,Energy,Oil & Gas Midstream,USA,1.46B,0.53,9.73,,,,,,,,
RUBY,Healthcare,Biotechnology,USA,784.19M,0.88,9.48,,,,,,,,
RUHN,Consumer Cyclical,Internet Retail,China,255.46M,0.11,3.08,,,,,,,,
RUN,Technology,Solar,USA,18.01B,5.72,86.39,,,,,,,,
RUSHA,Consumer Cyclical,Auto & Truck Dealerships,USA,2.48B,1.41,46.2,,,,,,,,
RUTH,Consumer Cyclical,Restaurants,USA,669.25M,0.81,19.54,,,,,,,,
RVMD,Healthcare,Biotechnology,USA,2.81B,2.93,43.17,,,,,,,,
RVNC,Healthcare,Biotechnology,USA,1.92B,1.34,28.59,,,,,,,,
RVPH,Healthcare,Biotechnology,USA,81.35M,0.57,8.9,,,,,,,,
RVSB,Financial,Banks - Regional,USA,122.66M,0.21,5.34,,,,,,,,
RWLK,Healthcare,Medical Devices,Israel,66.83M,0.29,2.63,,,,,,,,
RXT,Technology,Software - Infrastructure,USA,3.92B,0.79,19.08,,,,,,,,
RYAAY,Industrials,Airlines,Ireland,20.97B,3.12,104.98,,,,,,,,
RYTM,Healthcare,Biotechnology,USA,1.73B,2.02,39.49,,,,,,,,
SABR,Technology,Information Technology Services,USA,4.11B,0.64,12.02,,,,,,,,
SAFM,Consumer Defensive,Packaged Foods,USA,3.15B,4.55,142.25,,,,,,,,
SAFT,Financial,Insurance - Property & Casualty,USA,1.14B,2.37,77.38,,,,,,,,
SAGE,Healthcare,Biotechnology,USA,5.47B,4.06,88.55,,,,,,,,
SAIA,Industrials,Trucking,USA,5.06B,6.15,194.88,,,,,,,,
SAII,Financial,Shell Companies,USA,182.85M,0.12,10.6,,,,,,,,
SAL,Financial,Banks - Regional,USA,110.02M,1.36,38.2,,,,,,,,
SALM,Communication Services,Broadcasting,USA,44.07M,0.11,1.65,,,,,,,,
SAMG,Financial,Asset Management,USA,222.12M,0.49,15.34,,,,,,,,
SANM,Technology,Electronic Components,USA,2.26B,0.95,34.4,,,,,,,,
SANW,Consumer Defensive,Farm Products,USA,119.56M,0.23,3.6,,,,,,,,
SASR,Financial,Banks - Regional,USA,1.70B,1.25,35.4,,,,,,,,
SATS,Technology,Communication Equipment,USA,2.31B,0.99,23.08,,,,,,,,
SAVA,Healthcare,Biotechnology,USA,445.95M,1.13,12.87,,,,,,,,
SBAC,Real Estate,REIT - Specialty,USA,29.74B,5.8,272.71,,,,,,,,
SBBP,Healthcare,Biotechnology,USA,202.55M,0.17,2.93,,,,,,,,
SBCF,Financial,Banks - Regional,USA,1.88B,1.23,33.57,,,,,,,,
SBFG,Financial,Banks - Regional,USA,133.62M,0.58,17,,,,,,,,
SBGI,Communication Services,Broadcasting,USA,2.41B,1.36,31.97,,,,,,,,
SBLK,Industrials,Marine Shipping,Greece,1.15B,0.65,11.4,,,,,,,,
SBNY,Financial,Banks - Regional,USA,8.89B,4.86,160.27,,,,,,,,
SBNYP,Financial,Banks - Regional,USA,-,0.23,25.56,,,,,,,,
SBRA,Real Estate,REIT - Healthcare Facilities,USA,3.55B,0.49,17.28,,,,,,,,
SBSI,Financial,Banks - Regional,USA,1.11B,0.96,33.4,,,,,,,,
SBT,Financial,Banks - Regional,USA,254.48M,0.24,5.14,,,,,,,,
SBTX,Healthcare,Biotechnology,USA,1.64B,4.1,45.64,,,,,,,,
SBUX,Consumer Cyclical,Restaurants,USA,121.35B,1.96,103.91,,,,,,,,
SCHL,Communication Services,Publishing,USA,929.30M,0.99,26.75,,,,,,,,
SCHN,Basic Materials,Steel,USA,897.79M,1.69,31.59,,,,,,,,
SCKT,Technology,Computer Hardware,USA,18.48M,0.23,2.92,,,,,,,,
SCPH,Healthcare,Biotechnology,USA,197.61M,0.36,7.07,,,,,,,,
SCPL,Communication Services,Electronic Gaming & Multimedia,USA,2.24B,0.85,17.48,,,,,,,,
SCPS,Healthcare,Biotechnology,USA,176.01M,3.97,12.36,,,,,,,,
SCSC,Technology,Electronics & Computer Distribution,USA,703.83M,1.27,26.64,,,,,,,,
SCVL,Consumer Cyclical,Apparel Retail,USA,600.27M,1.98,41.86,,,,,,,,
SCWX,Technology,Software - Infrastructure,USA,1.21B,0.68,14.94,,,,,,,,
SCYX,Healthcare,Drug Manufacturers - Specialty & Generic,USA,156.04M,0.6,8.11,,,,,,,,
SCZ,Financial,Exchange Traded Fund,USA,-,0.77,70.15,,,,,,,,
SDC,Healthcare,Medical Devices,USA,4.48B,0.68,11.06,,,,,,,,
SDG,Financial,Exchange Traded Fund,USA,-,1.14,99.39,,,,,,,,
SDGR,Healthcare,Health Information Services,USA,6.79B,4.51,95.7,,,,,,,,
SDVY,Financial,Exchange Traded Fund,USA,-,0.33,25.59,,,,,,,,
SEAC,Technology,Software - Application,USA,37.58M,0.17,1.29,,,,,,,,
SECO,Consumer Cyclical,Internet Retail,China,201.38M,0.13,2.85,,,,,,,,
SEDG,Technology,Solar,Israel,19.54B,21.66,321.12,,,,,,,,
SEED,Basic Materials,Agricultural Inputs,China,105.15M,2.13,21.2,,,,,,,,
SEEL,Healthcare,Biotechnology,USA,123.70M,0.25,2.59,,,,,,,,
SEER,Healthcare,Biotechnology,USA,4.37B,6.91,77.88,,,,,,,,
SEIC,Financial,Asset Management,USA,8.70B,1.32,59.4,,,,,,,,
SELB,Healthcare,Biotechnology,USA,386.24M,0.23,3.44,,,,,,,,
SELF,Real Estate,REIT - Industrial,USA,37.13M,0.09,3.98,,,,,,,,
SENEA,Consumer Defensive,Packaged Foods,USA,352.60M,1.47,38.41,,,,,,,,
SESN,Healthcare,Biotechnology,USA,214.81M,0.14,1.65,,,,,,,,
SFBC,Financial,Banks - Regional,USA,84.07M,0.52,32.46,,,,,,,,
SFBS,Financial,Banks - Regional,USA,2.42B,1.29,43.23,,,,,,,,
SFET,Technology,Software - Infrastructure,Israel,30.31M,0.12,1.67,,,,,,,,
SFIX,Consumer Cyclical,Specialty Retail,USA,10.40B,5.81,96.92,,,,,,,,
SFM,Consumer Defensive,Grocery Stores,USA,2.47B,0.62,21.41,,,,,,,,
SFNC,Financial,Banks - Regional,USA,3.00B,0.86,27.05,,,,,,,,
SFST,Financial,Banks - Regional,USA,316.57M,1.04,40.9,,,,,,,,
SFT,Consumer Cyclical,Internet Retail,USA,699.25M,0.44,8.24,,,,,,,,
SG,Financial,Insurance - Property & Casualty,Bermuda,1.40B,0.21,12.02,,,,,,,,
SGA,Communication Services,Broadcasting,USA,137.93M,0.84,21.79,,,,,,,,
SGAM,Financial,Shell Companies,USA,146.62M,0.12,10.2,,,,,,,,
SGAMU,Financial,Shell Companies,USA,-,0.15,10.81,,,,,,,,
SGBX,Industrials,Metal Fabrication,USA,64.16M,0.7,8.3,,,,,,,,
SGC,Consumer Cyclical,Apparel Manufacturing,USA,382.96M,1.41,25.03,,,,,,,,
SGEN,Healthcare,Biotechnology,USA,31.20B,5.83,182.75,,,,,,,,
SGH,Technology,Semiconductors,USA,1.01B,1.59,40.85,,,,,,,,
SGLB,Technology,Information Technology Services,USA,34.64M,0.36,4,,,,,,,,
SGMA,Technology,Electronic Components,USA,23.11M,0.31,5.4,,,,,,,,
SGMO,Healthcare,Biotechnology,USA,2.17B,1.18,14.95,,,,,,,,
SGMS,Consumer Cyclical,Gambling,USA,4.40B,2.25,45.06,,,,,,,,
SGOC,Industrials,Conglomerates,Hong Kong,182.42M,0.26,1.75,,,,,,,,
SGRP,Industrials,Specialty Business Services,USA,29.67M,0.09,1.38,,,,,,,,
SGRY,Healthcare,Medical Care Facilities,USA,1.54B,1.65,30.86,,,,,,,,
SGTX,Healthcare,Biotechnology,USA,1.01B,3.86,34.86,,,,,,,,
SHBI,Financial,Banks - Regional,USA,179.51M,0.51,14.43,,,,,,,,
SHC,Healthcare,Diagnostics & Research,USA,7.55B,1.28,26.8,,,,,,,,
SHEN,Communication Services,Telecom Services,USA,2.22B,1.3,44.29,,,,,,,,
SHIP,Industrials,Marine Shipping,Greece,68.89M,0.1,0.98,,,,,,,,
SHOO,Consumer Cyclical,Footwear & Accessories,USA,2.93B,1.32,34.9,,,,,,,,
SHV,Financial,Exchange Traded Fund,USA,-,0.01,110.51,,,,,,,,
SHY,Financial,Exchange Traded Fund,USA,-,0.02,86.38,,,,,,,,
SHYF,Industrials,Farm & Heavy Construction Machinery,USA,1.19B,1.24,31.89,,,,,,,,
SIBN,Healthcare,Medical Devices,USA,1.02B,1.62,31.2,,,,,,,,
SIC,Consumer Cyclical,Residential Construction,USA,225.71M,0.43,8.81,,,,,,,,
SIEB,Financial,Capital Markets,USA,117.77M,0.21,3.7,,,,,,,,
SIEN,Healthcare,Medical Devices,USA,249.28M,0.27,4.72,,,,,,,,
SIFY,Communication Services,Telecom Services,India,405.44M,0.24,2.37,,,,,,,,
SIGA,Healthcare,Biotechnology,USA,553.11M,0.22,7.02,,,,,,,,
SIGI,Financial,Insurance - Property & Casualty,USA,4.03B,1.78,66.95,,,,,,,,
SIGIP,Financial,Insurance - Property & Casualty,USA,-,0.3,24.98,,,,,,,,
SILC,Technology,Communication Equipment,Israel,327.20M,1.66,44.7,,,,,,,,
SILK,Healthcare,Medical Devices,USA,2.00B,3.23,60.33,,,,,,,,
SIMO,Technology,Semiconductors,Hong Kong,1.82B,1.57,51.13,,,,,,,,
SINA,Communication Services,Internet Content & Information,China,2.58B,0.67,43.08,,,,,,,,
SINO,Industrials,Integrated Freight & Logistics,USA,21.06M,0.28,3.27,,,,,,,,
SINT,Healthcare,Medical Devices,USA,52.09M,0.14,1.93,,,,,,,,
SIOX,Healthcare,Biotechnology,USA,137.17M,0.25,2.8,,,,,,,,
SIRI,Communication Services,Broadcasting,USA,25.50B,0.16,5.97,,,,,,,,
SITM,Technology,Semiconductors,USA,2.33B,7.78,138.44,,,,,,,,
SIVB,Financial,Banks - Regional,USA,25.11B,16.51,480.15,,,,,,,,
SJ,Communication Services,Broadcasting,China,246.02M,0.61,9.1,,,,,,,,
SKOR,Financial,Exchange Traded Fund,USA,-,0.09,54.64,,,,,,,,
SKYW,Industrials,Airlines,USA,2.22B,1.76,42.48,,,,,,,,
SKYY,Financial,Exchange Traded Fund,USA,-,1.66,100.15,,,,,,,,
SLAB,Technology,Semiconductors,USA,6.21B,3.75,142.36,,,,,,,,
SLCRU,Financial,Shell Companies,Hong Kong,-,0.13,10.42,,,,,,,,
SLCT,Financial,Banks - Regional,USA,178.64M,0.42,10.07,,,,,,,,
SLDB,Healthcare,Drug Manufacturers - Specialty & Generic,USA,386.87M,0.76,6.42,,,,,,,,
SLGG,Communication Services,Electronic Gaming & Multimedia,USA,67.69M,0.36,3.45,,,,,,,,
SLGL,Healthcare,Biotechnology,Israel,242.38M,0.44,10.47,,,,,,,,
SLGN,Consumer Cyclical,Packaging & Containers,USA,4.16B,0.74,37.4,,,,,,,,
SLM,Financial,Credit Services,USA,4.97B,0.37,13.23,,,,,,,,
SLNO,Healthcare,Diagnostics & Research,USA,175.26M,0.11,2.11,,,,,,,,
SLP,Healthcare,Health Information Services,USA,1.53B,3.49,74.61,,,,,,,,
SLQD,Financial,Exchange Traded Fund,USA,-,0.04,52.13,,,,,,,,
SLRC,Financial,Asset Management,USA,754.36M,0.34,17.85,,,,,,,,
SLRX,Healthcare,Biotechnology,USA,23.86M,0.11,1.25,,,,,,,,
SLS,Healthcare,Biotechnology,USA,70.69M,0.73,5.96,,,,,,,,
SLVO,Financial,Exchange Traded Fund,USA,-,0.13,6.4,,,,,,,,
SMBC,Financial,Banks - Regional,USA,306.16M,1.06,32.92,,,,,,,,
SMBK,Financial,Banks - Regional,USA,319.84M,0.6,20.45,,,,,,,,
SMCI,Technology,Computer Hardware,USA,1.79B,0.91,34.21,,,,,,,,
SMCP,Financial,Exchange Traded Fund,USA,-,0.35,27.7,,,,,,,,
SMED,Industrials,Waste Management,USA,200.98M,0.57,11.85,,,,,,,,
SMH,Financial,Exchange Traded Fund,USA,-,5.23,240.93,,,,,,,,
SMIT,Technology,Scientific & Technical Instruments,USA,19.39M,0.33,5.08,,,,,,,,
SMMF,Financial,Banks - Regional,USA,297.60M,0.82,22.41,,,,,,,,
SMMT,Healthcare,Biotechnology,USA,461.59M,0.34,5.59,,,,,,,,
SMPL,Consumer Defensive,Packaged Foods,USA,2.64B,1.11,27.4,,,,,,,,
SMSI,Technology,Software - Application,USA,292.27M,0.33,6.89,,,,,,,,
SMTC,Technology,Semiconductors,USA,5.43B,2.21,82.82,,,,,,,,
SMTX,Technology,Electronic Components,Canada,167.11M,0.12,5.88,,,,,,,,
SNBR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,2.87B,4.29,99.54,,,,,,,,
SNCA,Healthcare,Biotechnology,USA,25.70M,0.17,1.43,,,,,,,,
SNCR,Technology,Software - Application,USA,213.16M,0.41,4.89,,,,,,,,
SND,Energy,Oil & Gas Equipment & Services,USA,82.55M,0.13,1.85,,,,,,,,
SNDE,Energy,Oil & Gas E&P,USA,14.16M,0.13,2.06,,,,,,,,
SNDL,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,646.72M,0.06,0.64,,,,,,,,
SNDX,Healthcare,Biotechnology,USA,959.71M,1.59,20.23,,,,,,,,
SNES,Basic Materials,Specialty Chemicals,USA,8.30M,0.17,2.19,,,,,,,,
SNEX,Financial,Capital Markets,USA,1.18B,2.43,57.12,,,,,,,,
SNFCA,Financial,Credit Services,USA,155.23M,0.41,9.24,,,,,,,,
SNGX,Healthcare,Biotechnology,USA,51.72M,0.18,1.72,,,,,,,,
SNLN,Financial,Exchange Traded Fund,USA,-,0.06,16.16,,,,,,,,
SNOA,Healthcare,Drug Manufacturers - Specialty & Generic,USA,16.86M,0.62,8.43,,,,,,,,
SNPS,Technology,Software - Infrastructure,USA,41.18B,6.74,270.14,,,,,,,,
SNRHU,Financial,Shell Companies,USA,-,0.14,10.9,,,,,,,,
SNSR,Financial,Exchange Traded Fund,USA,-,0.49,33.89,,,,,,,,
SNSS,Healthcare,Biotechnology,USA,53.48M,0.2,3.03,,,,,,,,
SNUG,Financial,Exchange Traded Fund,USA,-,0.14,28.11,,,,,,,,
SNY,Healthcare,Drug Manufacturers - General,France,124.68B,0.8,49.69,,,,,,,,
SOCL,Financial,Exchange Traded Fund,USA,-,1.17,67.67,,,,,,,,
SOHO,Real Estate,REIT - Hotel & Motel,USA,41.08M,0.16,2.69,,,,,,,,
SOHU,Communication Services,Internet Content & Information,China,719.39M,0.83,18.56,,,,,,,,
SOLO,Consumer Cyclical,Auto Manufacturers,Canada,698.66M,0.76,8.16,,,,,,,,
SOLY,Healthcare,Medical Devices,USA,197.39M,0.63,10.4,,,,,,,,
SONA,Financial,Banks - Regional,USA,317.58M,0.55,12.78,,,,,,,,
SONM,Technology,Communication Equipment,USA,61.10M,0.05,0.94,,,,,,,,
SONN,Healthcare,Biotechnology,USA,48.38M,0.13,2.76,,,,,,,,
SONO,Technology,Consumer Electronics,USA,3.25B,1.1,28.3,,,,,,,,
SOXX,Financial,Exchange Traded Fund,USA,-,8.51,417.35,,,,,,,,
SP,Industrials,Specialty Business Services,USA,730.51M,1.38,31.61,,,,,,,,
SPCB,Industrials,Security & Protection Services,Israel,25.02M,0.12,1.31,,,,,,,,
SPFI,Financial,Banks - Regional,USA,367.45M,0.46,20.09,,,,,,,,
SPI,Technology,Solar,Hong Kong,267.05M,0.99,11.23,,,,,,,,
SPKE,Utilities,Utilities - Regulated Electric,USA,390.45M,0.37,10.87,,,,,,,,
SPLK,Technology,Software - Infrastructure,USA,27.80B,4.95,170.9,,,,,,,,
SPNE,Healthcare,Medical Devices,USA,483.97M,0.9,17.15,,,,,,,,
SPNS,Technology,Software - Application,Israel,1.86B,1.24,34.45,,,,,,,,
SPOK,Communication Services,Telecom Services,USA,238.37M,0.41,12.37,,,,,,,,
SPPI,Healthcare,Biotechnology,USA,614.62M,0.26,3.99,,,,,,,,
SPRB,Healthcare,Biotechnology,USA,511.07M,1.77,21.72,,,,,,,,
SPRO,Healthcare,Biotechnology,USA,516.73M,1.39,18.79,,,,,,,,
SPRT,Technology,Software - Application,USA,40.85M,0.11,2.14,,,,,,,,
SPSC,Technology,Software - Infrastructure,USA,3.82B,3.95,108.55,,,,,,,,
SPT,Technology,Software - Application,USA,3.43B,3.26,64.83,,,,,,,,
SPTN,Consumer Defensive,Food Distribution,USA,656.67M,0.63,18.1,,,,,,,,
SPWH,Consumer Cyclical,Leisure,USA,775.10M,0.45,17.64,,,,,,,,
SPWR,Technology,Solar,USA,8.82B,3.62,47.21,,,,,,,,
SQBG,Consumer Cyclical,Apparel Manufacturing,USA,29.02M,1.25,16.97,,,,,,,,
SQFT,Real Estate,REIT - Diversified,USA,36.73M,0.66,3.74,,,,,,,,
SQLV,Financial,Exchange Traded Fund,USA,-,0.47,32.75,,,,,,,,
SQQQ,Financial,Exchange Traded Fund,USA,-,0.62,13.4,,,,,,,,
SRAC,Financial,Shell Companies,USA,592.18M,2.38,24.85,,,,,,,,
SRACU,Financial,Shell Companies,USA,-,2.91,30.5,,,,,,,,
SRAX,Communication Services,Advertising Agencies,USA,49.21M,0.34,3.03,,,,,,,,
SRCE,Financial,Banks - Regional,USA,1.11B,1.3,42.78,,,,,,,,
SRCL,Industrials,Waste Management,USA,6.41B,1.79,68.96,,,,,,,,
SRDX,Healthcare,Diagnostics & Research,USA,648.00M,2,45.86,,,,,,,,
SRET,Financial,Exchange Traded Fund,USA,-,0.13,9.03,,,,,,,,
SREV,Technology,Software - Application,USA,176.04M,0.14,1.88,,,,,,,,
SRGA,Healthcare,Medical Devices,USA,168.48M,0.15,2.08,,,,,,,,
SRNE,Healthcare,Biotechnology,USA,2.13B,0.71,9.64,,,,,,,,
SRPT,Healthcare,Biotechnology,USA,7.72B,9.47,98.24,,,,,,,,
SRRA,Healthcare,Biotechnology,Canada,175.24M,0.5,15.96,,,,,,,,
SRRK,Healthcare,Biotechnology,USA,1.95B,4.13,57.46,,,,,,,,
SRSAU,Financial,Shell Companies,USA,-,0.34,10.98,,,,,,,,
SRTS,Healthcare,Medical Devices,USA,63.51M,0.35,3.81,,,,,,,,
SSB,Financial,Banks - Regional,USA,5.71B,2.67,79.58,,,,,,,,
SSBI,Financial,Banks - Regional,USA,100.46M,0.55,16.69,,,,,,,,
SSKN,Healthcare,Medical Devices,USA,62.62M,0.15,1.9,,,,,,,,
SSNC,Technology,Software - Application,USA,17.39B,1.75,67.51,,,,,,,,
SSNT,Technology,Software - Application,USA,20.98M,0.28,4.56,,,,,,,,
SSP,Communication Services,Broadcasting,USA,1.21B,0.69,14.73,,,,,,,,
SSPK,Financial,Shell Companies,USA,761.10M,1.77,23.6,,,,,,,,
SSRM,Basic Materials,Gold,Canada,4.02B,0.81,17.47,,,,,,,,
SSSS,Financial,Asset Management,USA,296.72M,0.6,14.66,,,,,,,,
SSTI,Technology,Software - Application,USA,580.55M,2.41,48.5,,,,,,,,
SSYS,Technology,Computer Hardware,USA,2.16B,2.47,38.15,,,,,,,,
STAA,Healthcare,Medical Instruments & Supplies,USA,4.35B,4.33,91.37,,,,,,,,
STAF,Industrials,Staffing & Employment Services,USA,16.13M,0.09,0.92,,,,,,,,
STAY,Consumer Cyclical,Lodging,USA,2.78B,0.49,15.33,,,,,,,,
STBA,Financial,Banks - Regional,USA,1.12B,0.96,28.29,,,,,,,,
STCN,Industrials,Integrated Freight & Logistics,USA,152.28M,0.24,2.47,,,,,,,,
STEP,Financial,Asset Management,USA,3.58B,1.87,37.28,,,,,,,,
STFC,Financial,Insurance - Property & Casualty,USA,808.14M,0.66,18.23,,,,,,,,
STIM,Healthcare,Diagnostics & Research,USA,420.93M,1.61,21.27,,,,,,,,
STKL,Consumer Defensive,Packaged Foods,Canada,1.24B,0.71,13.07,,,,,,,,
STKS,Consumer Cyclical,Restaurants,USA,117.40M,0.23,4,,,,,,,,
STLD,Basic Materials,Steel,USA,8.39B,1.46,38.7,,,,,,,,
STMP,Technology,Software - Application,USA,4.28B,7.87,231.13,,,,,,,,
STNE,Technology,Software - Application,Cayman Islands,24.76B,3.12,79,,,,,,,,
STOK,Healthcare,Biotechnology,USA,2.37B,4.36,67.32,,,,,,,,
STRA,Consumer Defensive,Education & Training Services,USA,2.14B,3.93,88.85,,,,,,,,
STRL,Industrials,Engineering & Construction,USA,660.91M,1.22,23.68,,,,,,,,
STRM,Healthcare,Health Information Services,USA,57.17M,0.08,1.7,,,,,,,,
STRO,Healthcare,Biotechnology,USA,1.16B,1.64,27.54,,,,,,,,
STRR,Healthcare,Medical Devices,USA,17.79M,0.27,3.86,,,,,,,,
STRRP,Healthcare,Medical Devices,USA,-,0.51,10.48,,,,,,,,
STRS,Real Estate,Real Estate - Diversified,USA,209.74M,1.24,24.88,,,,,,,,
STRT,Consumer Cyclical,Auto Parts,USA,190.22M,2.97,47.2,,,,,,,,
STSA,Healthcare,Biotechnology,USA,101.84M,0.39,6.21,,,,,,,,
STTK,Healthcare,Biotechnology,USA,2.15B,4.96,50,,,,,,,,
STWO,Financial,Shell Companies,USA,267.00M,0.24,10.68,,,,,,,,
STWOU,Financial,Shell Companies,USA,-,0.37,11.49,,,,,,,,
STX,Technology,Computer Hardware,Ireland,15.27B,1.63,60,,,,,,,,
STXB,Financial,Banks - Regional,USA,320.92M,0.66,18.08,,,,,,,,
SUMO,Technology,Software - Application,USA,3.51B,2.23,34.01,,,,,,,,
SUMR,Consumer Defensive,Household & Personal Products,USA,35.57M,0.61,16.78,,,,,,,,
SUNS,Financial,Asset Management,USA,242.18M,0.33,15.09,,,,,,,,
SUNW,Technology,Solar,USA,419.53M,2.17,22.9,,,,,,,,
SUPN,Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.55B,1.2,29.94,,,,,,,,
SURF,Healthcare,Biotechnology,USA,526.01M,1.08,13.31,,,,,,,,
SUSB,Financial,Exchange Traded Fund,USA,-,0.03,26.16,,,,,,,,
SUSC,Financial,Exchange Traded Fund,USA,-,0.09,27.96,,,,,,,,
SUSL,Financial,Exchange Traded Fund,USA,-,0.61,66.3,,,,,,,,
SV,Financial,Shell Companies,USA,254.15M,0.29,11.05,,,,,,,,
SVAC,Financial,Shell Companies,USA,1.02B,0.4,10.98,,,,,,,,
SVACU,Financial,Shell Companies,USA,-,0.35,11.26,,,,,,,,
SVBI,Financial,Banks - Regional,USA,98.92M,0.23,7.71,,,,,,,,
SVC,Real Estate,REIT - Hotel & Motel,USA,1.88B,0.51,11.08,,,,,,,,
SVMK,Technology,Software - Application,USA,3.91B,0.93,26.57,,,,,,,,
SVOKU,Financial,Shell Companies,USA,-,0.18,10.7,,,,,,,,
SVRA,Healthcare,Biotechnology,USA,90.86M,0.11,1.79,,,,,,,,
SVSVU,Financial,Shell Companies,USA,-,0.36,11.88,,,,,,,,
SVVC,Financial,Asset Management,USA,35.50M,0.19,5.15,,,,,,,,
SWAV,Healthcare,Medical Devices,USA,4.46B,6.21,129.98,,,,,,,,
SWBI,Industrials,Aerospace & Defense,USA,1.02B,1.3,17.87,,,,,,,,
SWIR,Technology,Communication Equipment,Canada,790.77M,1.02,21.5,,,,,,,,
SWKS,Technology,Semiconductors,USA,27.84B,5.07,161.27,,,,,,,,
SWTX,Healthcare,Biotechnology,USA,3.89B,5.54,85.29,,,,,,,,
SXTC,Healthcare,Drug Manufacturers - Specialty & Generic,China,45.22M,0.08,0.67,,,,,,,,
SY,Healthcare,Health Information Services,China,1.41B,0.71,13.23,,,,,,,,
SYBT,Financial,Banks - Regional,USA,985.78M,1.38,42.86,,,,,,,,
SYBX,Healthcare,Biotechnology,USA,131.98M,0.3,4.09,,,,,,,,
